model,db_path,table,sql_query,question,result,valid_efficiency_score,cell_precision,cell_recall,execution_accuracy,tuple_cardinality,tuple_constraint,tuple_order
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT * FROM `logistics_delivery` ORDER BY `packages` + `fuel_efficiency_kmpl` + `packages_per_km` DESC LIMIT 5,"Compute the sum of the columns packages, fuel_efficiency_kmpl, packages_per_km for each row in `logistics_delivery`. Sort all rows in descending order by this sum and return the first 5 rows.","[[21, 'Driver_21', 284, 77, 3.0, 15.1, 94.7, 18.81, 0.271], [22, 'Driver_22', 50, 75, 3.2, 9.4, 15.6, 5.32, 1.5], [12, 'Driver_12', 52, 75, 5.6, 7.0, 9.3, 7.43, 1.442], [6, 'Driver_6', 204, 72, 5.6, 25.2, 36.4, 8.1, 0.353], [14, 'Driver_14', 290, 72, 1.7, 15.9, 170.6, 18.24, 0.248]]",0.0,0.643,0.628,0,1.0,0.6,0.75
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT * FROM `logistics_delivery` ORDER BY `packages` + `time_hrs` + `fuel_efficiency_kmpl` ASC LIMIT 5,"Compute the sum of the columns packages, time_hrs, fuel_efficiency_kmpl for each row in `logistics_delivery`. Sort all rows in ascending order by this sum and return the first 5 rows.","[[3, 'Driver_3', 293, 13, 3.7, 14.2, 79.2, 20.63, 0.044], [25, 'Driver_25', 157, 11, 4.8, 17.0, 32.7, 9.24, 0.07], [16, 'Driver_16', 147, 23, 3.6, 15.6, 40.8, 9.42, 0.156], [17, 'Driver_17', 59, 15, 5.7, 6.8, 10.4, 8.68, 0.254], [1, 'Driver_1', 149, 23, 2.5, 29.3, 59.6, 5.09, 0.154]]",0.0,0.605,0.634,0,1.0,0.6,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT * FROM `logistics_delivery` ORDER BY `packages` + `time_hrs` + `fuel_efficiency_kmpl` DESC LIMIT 5,"Compute the sum of the columns packages, time_hrs, fuel_efficiency_kmpl for each row in `logistics_delivery`. Sort all rows in descending order by this sum and return the first 5 rows.","[[20, 'Driver_20', 237, 23, 2.6, 21.6, 91.2, 10.97, 0.097], [21, 'Driver_21', 284, 77, 3.0, 15.1, 94.7, 18.81, 0.271], [12, 'Driver_12', 52, 75, 5.6, 7.0, 9.3, 7.43, 1.442], [6, 'Driver_6', 204, 72, 5.6, 25.2, 36.4, 8.1, 0.353], [14, 'Driver_14', 290, 72, 1.7, 15.9, 170.6, 18.24, 0.248]]",0.0,0.628,0.628,0,1.0,0.6,0.75
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT `speed_kmph` FROM `logistics_delivery` ORDER BY `speed_kmph` ASC LIMIT 5,Select only the column `speed_kmph` from `logistics_delivery`. Sort it in ascending order and return the first 5 values.,"[[9.3], [10.4], [11.0], [11.4], [15.6]]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT `speed_kmph` FROM `logistics_delivery` ORDER BY `speed_kmph` DESC LIMIT 5,Select only the column `speed_kmph` from `logistics_delivery`. Sort it in descending order and return the first 5 values.,"[[170.6], [110.5], [94.7], [91.2], [82.1]]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT `id` FROM `logistics_delivery` ORDER BY `id` ASC LIMIT 5,Select only the column `id` from `logistics_delivery`. Sort it in ascending order and return the first 5 values.,"[[1], [2], [3], [4], [5]]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT `id` FROM `logistics_delivery` ORDER BY `id` DESC LIMIT 5,Select only the column `id` from `logistics_delivery`. Sort it in descending order and return the first 5 values.,"[[25], [24], [23], [22], [21]]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT `time_hrs` FROM `logistics_delivery` ORDER BY `time_hrs` ASC LIMIT 5,Select only the column `time_hrs` from `logistics_delivery`. Sort it in ascending order and return the first 5 values.,"[[1.7], [1.9], [2.3], [2.5], [2.6]]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT `time_hrs` FROM `logistics_delivery` ORDER BY `time_hrs` DESC LIMIT 5,Select only the column `time_hrs` from `logistics_delivery`. Sort it in descending order and return the first 5 values.,"[[5.8], [5.8], [5.8], [5.7], [5.6]]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT `packages_per_km` FROM `logistics_delivery` ORDER BY `packages_per_km` ASC LIMIT 5,Select only the column `packages_per_km` from `logistics_delivery`. Sort it in ascending order and return the first 5 values.,"[[0.044], [0.065], [0.07], [0.092], [0.097]]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT `packages_per_km` FROM `logistics_delivery` ORDER BY `packages_per_km` DESC LIMIT 5,Select only the column `packages_per_km` from `logistics_delivery`. Sort it in descending order and return the first 5 values.,"[[1.5], [1.442], [0.707], [0.683], [0.617]]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT `driver_name` FROM `logistics_delivery` ORDER BY `driver_name` ASC LIMIT 5,Select only the column `driver_name` from `logistics_delivery`. Sort it in ascending order and return the first 5 values.,"[['Driver_1'], ['Driver_10'], ['Driver_11'], ['Driver_12'], ['Driver_13']]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT `driver_name` FROM `logistics_delivery` ORDER BY `driver_name` DESC LIMIT 5,Select only the column `driver_name` from `logistics_delivery`. Sort it in descending order and return the first 5 values.,"[['Driver_9'], ['Driver_8'], ['Driver_7'], ['Driver_6'], ['Driver_5']]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT * FROM `products` ORDER BY `total_revenue` ASC LIMIT 5,"List the top 5 rows from the table `products`, sorted by the column `total_revenue` in ascending order.","[['12', 'Mouse Logitech', 'Electronics', '7.12', '402', '2862.24', 'No'], ['5', 'Samsung TV', 'Electronics', '651.46', '14', '9120.44', 'No'], ['14', 'Zaino Eastpak', 'Accessories', '848.38', '24', '20361.12', 'Yes'], ['23', 'Birra Heineken', 'Food', '76.74', '250', '19185.0', 'Yes'], ['25', 'Stampante HP', 'Electronics', '390.56', '105', '41008.8', 'Yes']]",0.0,0.483,0.483,0,1.0,0.4,0.0
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT * FROM `products` ORDER BY `total_revenue` DESC LIMIT 5,"List the top 5 rows from the table `products`, sorted by the column `total_revenue` in descending order.","[['7', 'Lavatrice LG', 'Electronics', '962.74', '512', '492922.88', 'Yes'], ['9', 'Batterie Duracell', 'Electronics', '1184.27', '407', '481997.89', 'Yes'], ['27', 'Monitor Samsung', 'Electronics', '765.25', '743', '568580.75', 'Yes'], ['0', 'Pasta Barilla', 'Food', '466.72', '622', '290299.84', 'Yes'], ['2', 'Penna BIC', 'Stationery', '994.57', '471', '468442.47', 'Yes']]",0.0,0.069,0.067,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT * FROM `products` ORDER BY `is_top_seller` ASC LIMIT 5,"List the top 5 rows from the table `products`, sorted by the column `is_top_seller` in ascending order.","[['5', 'Samsung TV', 'Electronics', '651.46', '14', '9120.44', 'No'], ['12', 'Mouse Logitech', 'Electronics', '7.12', '402', '2862.24', 'No'], ['0', 'Pasta Barilla', 'Food', '466.72', '622', '290299.84', 'Yes'], ['1', 'iPhone 13', 'Electronics', '325.98', '952', '310332.96', 'Yes'], ['2', 'Penna BIC', 'Stationery', '994.57', '471', '468442.47', 'Yes']]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT * FROM `products` ORDER BY `is_top_seller` DESC LIMIT 5,"List the top 5 rows from the table `products`, sorted by the column `is_top_seller` in descending order.","[['0', 'Pasta Barilla', 'Food', '466.72', '622', '290299.84', 'Yes'], ['1', 'iPhone 13', 'Electronics', '325.98', '952', '310332.96', 'Yes'], ['2', 'Penna BIC', 'Stationery', '994.57', '471', '468442.47', 'Yes'], ['3', 'Laptop Dell', 'Electronics', '428.43', '652', '279336.36', 'Yes'], ['4', 'Coca Cola', 'Food', '337.48', '778', '262559.44', 'Yes']]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT * FROM `products` ORDER BY `units_sold` ASC LIMIT 5,"List the top 5 rows from the table `products`, sorted by the column `units_sold` in ascending order.","[['5', 'Samsung TV', 'Electronics', '651.46', '14', '9120.44', 'No'], ['14', 'Zaino Eastpak', 'Accessories', '848.38', '24', '20361.12', 'Yes'], ['23', 'Birra Heineken', 'Food', '76.74', '250', '19185.0', 'Yes'], ['25', 'Stampante HP', 'Electronics', '390.56', '105', '41008.8', 'Yes'], ['6', 'Notebook', 'Stationery', '169.54', '227', '38485.58', 'Yes']]",0.0,0.8,0.828,0,1.0,0.8,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT * FROM `products` ORDER BY `units_sold` DESC LIMIT 5,"List the top 5 rows from the table `products`, sorted by the column `units_sold` in descending order.","[['1', 'iPhone 13', 'Electronics', '325.98', '952', '310332.96', 'Yes'], ['17', 'T-shirt H&M', 'Clothing', '89.32', '901', '80477.32', 'Yes'], ['11', 'AirPods', 'Electronics', '238.86', '804', '192043.44', 'Yes'], ['8', 'Frigorifero Bosch', 'Electronics', '89.92', '776', '69777.92', 'Yes'], ['22', 'Occhiali RayBan', 'Accessories', '397.41', '752', '298852.32', 'Yes']]",0.0,0.483,0.483,0,1.0,0.4,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT * FROM `products` ORDER BY `price` ASC LIMIT 5,"List the top 5 rows from the table `products`, sorted by the column `price` in ascending order.","[['12', 'Mouse Logitech', 'Electronics', '7.12', '402', '2862.24', 'No'], ['23', 'Birra Heineken', 'Food', '76.74', '250', '19185.0', 'Yes'], ['17', 'T-shirt H&M', 'Clothing', '89.32', '901', '80477.32', 'Yes'], ['8', 'Frigorifero Bosch', 'Electronics', '89.92', '776', '69777.92', 'Yes'], ['4', 'Coca Cola', 'Food', '337.48', '778', '262559.44', 'Yes']]",0.0,0.067,0.071,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT * FROM `products` ORDER BY `price` DESC LIMIT 5,"List the top 5 rows from the table `products`, sorted by the column `price` in descending order.","[['9', 'Batterie Duracell', 'Electronics', '1184.27', '407', '481997.89', 'Yes'], ['28', 'USB Kingston', 'Electronics', '1064.71', '494', '525966.74', 'Yes'], ['2', 'Penna BIC', 'Stationery', '994.57', '471', '468442.47', 'Yes'], ['13', 'Tastiera Apple', 'Electronics', '978.65', '216', '211388.4', 'Yes'], ['7', 'Lavatrice LG', 'Electronics', '962.74', '512', '492922.88', 'Yes']]",0.0,0.643,0.6,0,1.0,0.6,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT * FROM `products` ORDER BY `category` + `units_sold` + `is_top_seller` ASC LIMIT 5,"Compute the sum of the columns category, units_sold, is_top_seller for each row in `products`. Sort all rows in ascending order by this sum and return the first 5 rows.","[['12', 'Mouse Logitech', 'Electronics', '7.12', '402', '2862.24', 'No'], ['5', 'Samsung TV', 'Electronics', '651.46', '14', '9120.44', 'No'], ['14', 'Zaino Eastpak', 'Accessories', '848.38', '24', '20361.12', 'Yes'], ['23', 'Birra Heineken', 'Food', '76.74', '250', '19185.0', 'Yes'], ['29', 'Peluche IKEA', 'Toys', '566.92', '416', '235838.72', 'Yes']]",0.0,0.433,0.448,0,1.0,0.4,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT * FROM `products` ORDER BY `category` + `units_sold` + `is_top_seller` DESC LIMIT 5,"Compute the sum of the columns category, units_sold, is_top_seller for each row in `products`. Sort all rows in descending order by this sum and return the first 5 rows.","[['1', 'iPhone 13', 'Electronics', '325.98', '952', '310332.96', 'Yes'], ['17', 'T-shirt H&M', 'Clothing', '89.32', '901', '80477.32', 'Yes'], ['26', 'Router TP-Link', 'Electronics', '875.66', '909', '795974.94', 'Yes'], ['11', 'AirPods', 'Electronics', '238.86', '804', '192043.44', 'Yes'], ['8', 'Frigorifero Bosch', 'Electronics', '89.92', '776', '69777.92', 'Yes']]",0.0,0.643,0.621,0,1.0,0.6,0.75
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT * FROM `products` ORDER BY `category` + `price` ASC LIMIT 5,"Compute the sum of the columns category, price for each row in `products`. Sort all rows in ascending order by this sum and return the first 5 rows.","[['17', 'T-shirt H&M', 'Clothing', '89.32', '901', '80477.32', 'Yes'], ['8', 'Frigorifero Bosch', 'Electronics', '89.92', '776', '69777.92', 'Yes'], ['23', 'Birra Heineken', 'Food', '76.74', '250', '19185.0', 'Yes'], ['24', 'Caffè Lavazza', 'Food', '373.52', '573', '214026.96', 'Yes'], ['4', 'Coca Cola', 'Food', '337.48', '778', '262559.44', 'Yes']]",0.0,0.655,0.633,0,1.0,0.6,0.25
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT * FROM `products` ORDER BY `category` + `price` DESC LIMIT 5,"Compute the sum of the columns category, price for each row in `products`. Sort all rows in descending order by this sum and return the first 5 rows.","[['9', 'Batterie Duracell', 'Electronics', '1184.27', '407', '481997.89', 'Yes'], ['2', 'Penna BIC', 'Stationery', '994.57', '471', '468442.47', 'Yes'], ['13', 'Tastiera Apple', 'Electronics', '978.65', '216', '211388.4', 'Yes'], ['7', 'Lavatrice LG', 'Electronics', '962.74', '512', '492922.88', 'Yes'], ['10', 'Orologio Casio', 'Accessories', '926.81', '880', '815592.8', 'Yes']]",0.0,0.621,0.643,0,1.0,0.6,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT * FROM `products` ORDER BY `units_sold` + `total_revenue` + `is_top_seller` ASC LIMIT 5,"Compute the sum of the columns units_sold, total_revenue, is_top_seller for each row in `products`. Sort all rows in ascending order by this sum and return the first 5 rows.","[['5', 'Samsung TV', 'Electronics', '651.46', '14', '9120.44', 'No'], ['14', 'Zaino Eastpak', 'Accessories', '848.38', '24', '20361.12', 'Yes'], ['23', 'Birra Heineken', 'Food', '76.74', '250', '19185.0', 'Yes'], ['25', 'Stampante HP', 'Electronics', '390.56', '105', '41008.8', 'Yes'], ['6', 'Notebook', 'Stationery', '169.54', '227', '38485.58', 'Yes']]",0.0,0.833,0.833,0,1.0,0.8,0.9
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT * FROM `products` ORDER BY `units_sold` + `total_revenue` + `is_top_seller` DESC LIMIT 5,"Compute the sum of the columns units_sold, total_revenue, is_top_seller for each row in `products`. Sort all rows in descending order by this sum and return the first 5 rows.","[['9', 'Batterie Duracell', 'Electronics', '1184.27', '407', '481997.89', 'Yes'], ['26', 'Router TP-Link', 'Electronics', '875.66', '909', '795974.94', 'Yes'], ['7', 'Lavatrice LG', 'Electronics', '962.74', '512', '492922.88', 'Yes'], ['10', 'Orologio Casio', 'Accessories', '926.81', '880', '815592.8', 'Yes'], ['15', 'Scarpe Nike', 'Clothing', '874.94', '867', '758572.98', 'Yes']]",0.0,0.655,0.655,0,1.0,0.6,0.75
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT * FROM `products` ORDER BY `price` + `is_top_seller` ASC LIMIT 5,"Compute the sum of the columns price, is_top_seller for each row in `products`. Sort all rows in ascending order by this sum and return the first 5 rows.","[['12', 'Mouse Logitech', 'Electronics', 7.12, 402, 2862.24, 'No', 7.12], ['23', 'Birra Heineken', 'Food', 76.74, 250, 19185.0, 'Yes', 77.74], ['17', 'T-shirt H&M', 'Clothing', 89.32, 901, 80477.32, 'Yes', 90.32], ['8', 'Frigorifero Bosch', 'Electronics', 89.92, 776, 69777.92, 'Yes', 90.92], ['19', 'Tablet Lenovo', 'Electronics', 139.48, 700, 97636.0, 'Yes', 140.48]]",0.0,0.441,0.5,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT * FROM `products` ORDER BY `price` + `is_top_seller` DESC LIMIT 5,"Compute the sum of the columns price, is_top_seller for each row in `products`. Sort all rows in descending order by this sum and return the first 5 rows.","[['9', 'Batterie Duracell', 'Electronics', 1184.27, 407, 481997.89, 'Yes', 1185.27], ['28', 'USB Kingston', 'Electronics', 1064.71, 494, 525966.74, 'Yes', 1065.71], ['20', 'Fotocamera Canon', 'Electronics', 1035.79, 584, 604901.36, 'Yes', 1036.79], ['13', 'Tastiera Apple', 'Electronics', 978.65, 216, 211388.4, 'Yes', 979.65], ['7', 'Lavatrice LG', 'Electronics', 962.74, 512, 492922.88, 'Yes', 963.74]]",0.0,0.312,0.357,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT * FROM `products` ORDER BY `category` + `units_sold` + `total_revenue` ASC LIMIT 5,"Compute the sum of the columns category, units_sold, total_revenue for each row in `products`. Sort all rows in ascending order by this sum and return the first 5 rows.","[['12', 'Mouse Logitech', 'Electronics', 7.12, 402, 2862.24, 'No', 3267.24], ['5', 'Samsung TV', 'Electronics', 651.46, 14, 9120.44, 'No', 9134.44], ['23', 'Birra Heineken', 'Food', 76.74, 250, 19185.0, 'Yes', 19435.0], ['14', 'Zaino Eastpak', 'Accessories', 848.38, 24, 20361.12, 'Yes', 20385.12], ['25', 'Stampante HP', 'Electronics', 390.56, 105, 41008.8, 'Yes', 41113.8]]",0.0,0.371,0.433,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT * FROM `products` ORDER BY `category` + `units_sold` + `total_revenue` DESC LIMIT 5,"Compute the sum of the columns category, units_sold, total_revenue for each row in `products`. Sort all rows in descending order by this sum and return the first 5 rows.","[['10', 'Orologio Casio', 'Accessories', 926.81, 880, 815592.8, 'Yes', 816472.8], ['26', 'Router TP-Link', 'Electronics', 875.66, 909, 795974.94, 'Yes', 796883.94], ['15', 'Scarpe Nike', 'Clothing', 874.94, 867, 758572.98, 'Yes', 759439.98], ['21', 'Borsa Prada', 'Accessories', 748.15, 873, 653134.95, 'Yes', 654007.95], ['20', 'Fotocamera Canon', 'Electronics', 1035.79, 584, 604901.36, 'Yes', 605485.36]]",0.0,0.412,0.483,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT `category` FROM `products` ORDER BY `category` ASC LIMIT 5,Select only the column `category` from `products`. Sort it in ascending order and return the first 5 values.,"[['Accessories'], ['Accessories'], ['Accessories'], ['Accessories'], ['Clothing']]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT `category` FROM `products` ORDER BY `category` DESC LIMIT 5,Select only the column `category` from `products`. Sort it in descending order and return the first 5 values.,"[['Toys'], ['Stationery'], ['Stationery'], ['Food'], ['Food']]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT `price` FROM `products` ORDER BY `price` ASC LIMIT 5,Select only the column `price` from `products`. Sort it in ascending order and return the first 5 values.,"[['7.12'], ['76.74'], ['89.32'], ['89.92'], ['139.48']]",0.0,0.2,0.2,0,1.0,0.2,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT `price` FROM `products` ORDER BY `price` DESC LIMIT 5,Select only the column `price` from `products`. Sort it in descending order and return the first 5 values.,"[['1184.27'], ['1064.71'], ['1035.79'], ['994.57'], ['978.65']]",0.0,0.4,0.4,0,1.0,0.4,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT `units_sold` FROM `products` ORDER BY `units_sold` ASC LIMIT 5,Select only the column `units_sold` from `products`. Sort it in ascending order and return the first 5 values.,"[['14'], ['24'], ['105'], ['216'], ['227']]",0.0,1.0,1.0,1,1.0,1.0,0.6
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT `units_sold` FROM `products` ORDER BY `units_sold` DESC LIMIT 5,Select only the column `units_sold` from `products`. Sort it in descending order and return the first 5 values.,"[['952'], ['909'], ['901'], ['880'], ['873']]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT `total_revenue` FROM `products` ORDER BY `total_revenue` ASC LIMIT 5,Select only the column `total_revenue` from `products`. Sort it in ascending order and return the first 5 values.,"[['19185.0'], ['20361.12'], ['2862.24'], ['38485.58'], ['41008.8']]",0.0,0.4,0.4,0,1.0,0.4,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT `total_revenue` FROM `products` ORDER BY `total_revenue` DESC LIMIT 5,Select only the column `total_revenue` from `products`. Sort it in descending order and return the first 5 values.,"[['815592.8'], ['795974.94'], ['758572.98'], ['653134.95'], ['604901.36']]",0.0,0.4,0.4,0,1.0,0.4,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT `is_top_seller` FROM `products` ORDER BY `is_top_seller` ASC LIMIT 5,Select only the column `is_top_seller` from `products`. Sort it in ascending order and return the first 5 values.,"[['No'], ['No'], ['Yes'], ['Yes'], ['Yes']]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,products,SELECT `is_top_seller` FROM `products` ORDER BY `is_top_seller` DESC LIMIT 5,Select only the column `is_top_seller` from `products`. Sort it in descending order and return the first 5 values.,"[['Yes'], ['Yes'], ['Yes'], ['Yes'], ['Yes']]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT * FROM `student_performance` ORDER BY `average_score` ASC LIMIT 5,"List the top 5 rows from the table `student_performance`, sorted by the column `average_score` in ascending order.","[[15, 'Student_16', 62, 30, 46.0, 'No'], [7, 'Student_8', 40, 54, 47.0, 'No'], [9, 'Student_10', 52, 42, 47.0, 'No'], [14, 'Student_15', 42, 53, 47.5, 'No'], [12, 'Student_13', 31, 56, 43.5, 'No']]",0.0,0.833,0.833,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT * FROM `student_performance` ORDER BY `average_score` DESC LIMIT 5,"List the top 5 rows from the table `student_performance`, sorted by the column `average_score` in descending order.","[[23, 'Student_24', 85, 87, 86.0, 'Yes'], [22, 'Student_23', 98, 94, 96.0, 'Yes'], [24, 'Student_25', 97, 46, 71.5, 'Yes'], [16, 'Student_17', 90, 92, 91.0, 'Yes'], [18, 'Student_19', 84, 75, 79.5, 'Yes']]",0.0,0.615,0.64,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT * FROM `student_performance` ORDER BY `english_score` ASC LIMIT 5,"List the top 5 rows from the table `student_performance`, sorted by the column `english_score` in ascending order.","[[15, 'Student_16', 62, 30, 46.0, 'No'], [11, 'Student_12', 92, 32, 62.0, 'Yes'], [24, 'Student_25', 97, 46, 71.5, 'Yes'], [14, 'Student_15', 42, 53, 47.5, 'No'], [4, 'Student_5', 51, 52, 51.5, 'Yes']]",0.0,0.56,0.56,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT * FROM `student_performance` ORDER BY `english_score` DESC LIMIT 5,"List the top 5 rows from the table `student_performance`, sorted by the column `english_score` in descending order.","[[22, 'Student_23', 98, 94, 96.0, 'Yes'], [1, 'Student_2', 48, 93, 70.5, 'Yes'], [16, 'Student_17', 90, 92, 91.0, 'Yes'], [24, 'Student_25', 85, 87, 86.0, 'Yes'], [0, 'Student_1', 82, 85, 83.5, 'Yes']]",0.0,0.84,0.84,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT * FROM `student_performance` ORDER BY `math_score` ASC LIMIT 5,"List the top 5 rows from the table `student_performance`, sorted by the column `math_score` in ascending order.","[[13, 'Student_13', 31, 56, 43.5, 'No'], [6, 'Student_7', 37, 75, 56.0, 'Yes'], [8, 'Student_9', 40, 54, 47.0, 'No'], [14, 'Student_15', 42, 53, 47.5, 'No'], [1, 'Student_2', 48, 93, 70.5, 'Yes']]",0.0,0.692,0.72,0,1.0,0.2,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT * FROM `student_performance` ORDER BY `math_score` DESC LIMIT 5,"List the top 5 rows from the table `student_performance`, sorted by the column `math_score` in descending order.","[[23, 'Student_23', 98, 94, 96.0, 'Yes'], [25, 'Student_25', 97, 46, 71.5, 'Yes'], [11, 'Student_11', 92, 32, 62.0, 'Yes'], [17, 'Student_17', 90, 92, 91.0, 'Yes'], [24, 'Student_24', 85, 87, 86.0, 'Yes']]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT * FROM `student_performance` ORDER BY `id` ASC LIMIT 5,"List the top 5 rows from the table `student_performance`, sorted by the column `id` in ascending order.","[[1, 'Student_1', 82, 85, 83.5, 'Yes'], [2, 'Student_2', 48, 93, 70.5, 'Yes'], [3, 'Student_3', 52, 58, 55.0, 'Yes'], [4, 'Student_4', 62, 83, 72.5, 'Yes'], [5, 'Student_5', 51, 52, 51.5, 'Yes']]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT * FROM `student_performance` ORDER BY `id` DESC LIMIT 5,"List the top 5 rows from the table `student_performance`, sorted by the column `id` in descending order.","[[25, 'Student_25', 97, 46, 71.5, 'Yes'], [24, 'Student_24', 85, 87, 86.0, 'Yes'], [23, 'Student_23', 98, 94, 96.0, 'Yes'], [22, 'Student_22', 60, 41, 50.5, 'Yes'], [21, 'Student_21', 49, 55, 52.0, 'Yes']]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT * FROM `student_performance` ORDER BY `student_name` + `math_score` + `pass_status` ASC LIMIT 5,"Compute the sum of the columns student_name, math_score, pass_status for each row in `student_performance`. Sort all rows in ascending order by this sum and return the first 5 rows.","[[6, 'Student_6', 37, 75, 56.0, 'Yes', 38], [13, 'Student_13', 31, 56, 43.5, 'No', 31], [8, 'Student_8', 40, 54, 47.0, 'No', 40], [15, 'Student_15', 42, 53, 47.5, 'No', 42], [11, 'Student_11', 92, 32, 62.0, 'Yes', 93]]",0.0,0.75,0.84,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT * FROM `student_performance` ORDER BY `student_name` + `math_score` + `pass_status` DESC LIMIT 5,"Compute the sum of the columns student_name, math_score, pass_status for each row in `student_performance`. Sort all rows in descending order by this sum and return the first 5 rows.","[[23, 'Student_23', 98, 94, 96.0, 'Yes', 99], [25, 'Student_25', 97, 46, 71.5, 'Yes', 98], [11, 'Student_11', 92, 32, 62.0, 'Yes', 93], [17, 'Student_17', 90, 92, 91.0, 'Yes', 91], [24, 'Student_24', 85, 87, 86.0, 'Yes', 86]]",0.0,0.926,1.0,0,1.0,0.0,0.5
