db_path,table_name,test_category,query,model,AI_answer,SQL_query,failed_attempts,note,valid_efficiency_score,cell_precision,cell_recall,execution_accuracy,tuple_cardinality,tuple_constraint,tuple_order
data/categorical_simple_eng.sqlite,monuments,ORDERBY-SINGLE,"List the top 5 rows from the table `monuments`, sorted by the column `year_built` in descending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Burj Khalifa', 'United Arab Emirates', 828.0, 2010, 'steel'], ['CN Tower', 'Canada', 553.3, 1976, 'reinforced concrete'], ['Sydney Opera House', 'Australia', 65.0, 1973, 'concrete'], ['Atomium', 'Belgium', 102.0, 1958, 'steel'], ['Mount Rushmore', 'USA', 18.0, 1941, 'granite']]",SELECT * FROM `monuments` ORDER BY `year_built` DESC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,monuments,ORDERBY-ADVANCED,"Compute the sum of the columns height_m, year_built for each row in `monuments`. Sort all rows in ascending order by this sum and return the first 5 rows.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Great Wall', 'China', 7.8, -221, -213.2], ['Stonehenge', 'United Kingdom', 4.0, -2500, -2496.0], ['Petra', 'Jordan', 40.0, -300, -260.0], ['Great Pyramid of Giza', 'Egypt', 138.8, -2560, -2421.2], ['Acropolis of Athens', 'Greece', 156.0, -447, -291.0]]",SELECT * FROM `monuments` ORDER BY `height_m` + `year_built` ASC LIMIT 5,0,,0.0,0.8,0.8,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,monuments,ORDERBY-ADVANCED,"Compute the sum of the columns height_m, year_built for each row in `monuments`. Sort all rows in descending order by this sum and return the first 5 rows.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Burj Khalifa', 'United Arab Emirates', 828.0, 2010, 2838.0], ['CN Tower', 'Canada', 553.3, 1976, 2529.3], ['Eiffel Tower', 'France', 330.0, 1889, 2219.0], ['Sydney Opera House', 'Australia', 65.0, 1973, 2038.0], ['Capitol Hill', 'USA', 88.0, 1800, 1888.0]]",SELECT * FROM `monuments` ORDER BY `height_m` + `year_built` DESC LIMIT 5,0,,0.0,0.48,0.5,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,monuments,ORDERBY-PROJECT,Select only the column `name` from `monuments`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Acropolis of Athens'], ['Alhambra'], ['Atomium'], ['Big Ben'], ['Burj Khalifa']]",SELECT `name` FROM `monuments` ORDER BY `name` ASC LIMIT 5,0,,0.0,0.8,0.8,0.0,1.0,0.8,1.0
data/categorical_simple_eng.sqlite,monuments,ORDERBY-PROJECT,Select only the column `name` from `monuments`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Sydney Opera House'], ['Stonehenge'], ['Statue of Liberty'], [""Saint Basil's Cathedral""], ['Sagrada Familia']]",SELECT `name` FROM `monuments` ORDER BY `name` DESC LIMIT 5,0,,0.0,0.8,0.8,0.0,1.0,0.8,1.0
data/categorical_simple_eng.sqlite,monuments,ORDERBY-PROJECT,Select only the column `country` from `monuments`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Australia'], ['Belgium'], ['Brazil'], ['Cambodia'], ['Canada']]",SELECT `country` FROM `monuments` ORDER BY `country` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,monuments,ORDERBY-PROJECT,Select only the column `country` from `monuments`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['United Arab Emirates'], ['United Kingdom'], ['USA'], ['Spain'], ['Russia']]",SELECT `country` FROM `monuments` ORDER BY `country` DESC LIMIT 5,0,,0.0,0.6,1.0,0.0,1.0,0.667,0.75
data/categorical_simple_eng.sqlite,monuments,ORDERBY-PROJECT,Select only the column `height_m` from `monuments`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[4.0], [4.0], [7.8], [15.0], [18.0]]",SELECT `height_m` FROM `monuments` ORDER BY `height_m` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,monuments,ORDERBY-PROJECT,Select only the column `height_m` from `monuments`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[2430.0], [828.0], [553.3], [330.0], [172.5]]",SELECT `height_m` FROM `monuments` ORDER BY `height_m` DESC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,monuments,ORDERBY-PROJECT,Select only the column `year_built` from `monuments`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[-2560], [-447], [-300], [-221], [1274]]",SELECT `year_built` FROM `monuments` ORDER BY `year_built` ASC LIMIT 5,0,,0.0,0.8,0.8,0.0,1.0,0.8,1.0
data/categorical_simple_eng.sqlite,monuments,ORDERBY-PROJECT,Select only the column `year_built` from `monuments`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[2010], [1976], [1973], [1941], [1931]]",SELECT `year_built` FROM `monuments` ORDER BY `year_built` DESC LIMIT 5,0,,0.0,0.8,0.8,0.0,1.0,0.8,1.0
data/categorical_simple_eng.sqlite,monuments,ORDERBY-PROJECT,Select only the column `material` from `monuments`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['brick'], ['concrete'], ['copper'], ['iron'], ['limestone']]",SELECT `material` FROM `monuments` ORDER BY `material` ASC LIMIT 5,1,,0.0,0.6,0.75,0.0,1.0,0.5,1.0
data/categorical_simple_eng.sqlite,monuments,ORDERBY-PROJECT,Select only the column `material` from `monuments`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['wood'], ['tuff'], ['travertine'], ['steel'], ['stone']]",SELECT `material` FROM `monuments` ORDER BY `material` DESC LIMIT 5,0,,0.0,0.8,1.0,0.0,1.0,0.75,1.0
data/categorical_simple_eng.sqlite,movies,ORDERBY-SINGLE,"List the top 5 rows from the table `movies`, sorted by the column `Oscars won` in ascending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Pulp Fiction', 1994, 'Quentin Tarantino', 'Crime', 154, 1], ['The Godfather', 1972, 'Francis Ford Coppola', 'Drama', 175, 3], ['Casablanca', 1942, 'Michael Curtiz', 'Romance', 102, 3], ['Argo', 2012, 'Ben Affleck', 'Thriller', 120, 3], ['12 Years a Slave', 2013, 'Steve McQueen', 'Historical', 134, 3]]",SELECT * FROM `movies` ORDER BY `Oscars won` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,movies,ORDERBY-SINGLE,"List the top 5 rows from the table `movies`, sorted by the column `Oscars won` in descending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['The English Patient', 1996, 'Anthony Minghella', 'Romance', 162, 9], ['The Lord of the Rings: The Return of the King', 2003, 'Peter Jackson', 'Fantasy', 201, 11], ['Titanic', 1997, 'James Cameron', 'Romance', 195, 11], ['Forrest Gump', 1994, 'Robert Zemeckis', 'Drama', 142, 6], ['Chicago', 2002, 'Rob Marshall', 'Musical', 113, 6]]",SELECT * FROM `movies` ORDER BY `Oscars won` DESC LIMIT 5,0,,0.0,0.63,0.63,0.0,1.0,0.6,0.0
data/categorical_simple_eng.sqlite,movies,ORDERBY-SINGLE,"List the top 5 rows from the table `movies`, sorted by the column `Title` in ascending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['12 Years a Slave', 2013, 'Steve McQueen', 'Historical', 134, 3], ['American Beauty', 1999, 'Sam Mendes', 'Drama', 122, 5], ['Argo', 2012, 'Ben Affleck', 'Thriller', 120, 3], ['Birdman', 2014, 'Alejandro G. Iñárritu', 'Comedy-Drama', 119, 4], ['Casablanca', 1942, 'Michael Curtiz', 'Romance', 102, 3]]",SELECT * FROM `movies` ORDER BY `Title` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,movies,ORDERBY-SINGLE,"List the top 5 rows from the table `movies`, sorted by the column `Title` in descending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Titanic', 1997, 'James Cameron', 'Romance', 195, 11], ['The Shape of Water', 2017, 'Guillermo del Toro', 'Fantasy', 123, 4], ['The Silence of the Lambs', 1991, 'Jonathan Demme', 'Thriller', 118, 5], ['The Lord of the Rings: The Return of the King', 2003, 'Peter Jackson', 'Fantasy', 201, 11], ['The Godfather Part II', 1974, 'Francis Ford Coppola', 'Drama', 202, 6]]",SELECT * FROM `movies` ORDER BY `Title` DESC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,0.95
data/categorical_simple_eng.sqlite,movies,ORDERBY-SINGLE,"List the top 5 rows from the table `movies`, sorted by the column `Year` in ascending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Casablanca', 1942, 'Michael Curtiz', 'Romance', 102, 3], ['The Godfather', 1972, 'Francis Ford Coppola', 'Drama', 175, 3], ['The Godfather Part II', 1974, 'Francis Ford Coppola', 'Drama', 202, 6], ['The Silence of the Lambs', 1991, 'Jonathan Demme', 'Thriller', 118, 5], [""Schindler's List"", 1993, 'Steven Spielberg', 'Historical', 195, 7]]",SELECT * FROM `movies` ORDER BY `Year` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,movies,ORDERBY-SINGLE,"List the top 5 rows from the table `movies`, sorted by the column `Year` in descending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Parasite', 2019, 'Bong Joon-ho', 'Thriller', 132, 4], ['The Shape of Water', 2017, 'Guillermo del Toro', 'Fantasy', 123, 4], ['La La Land', 2016, 'Damien Chazelle', 'Musical', 128, 6], ['Birdman', 2014, 'Alejandro G. Iñárritu', 'Comedy-Drama', 119, 4], ['12 Years a Slave', 2013, 'Steve McQueen', 'Historical', 134, 3]]",SELECT * FROM `movies` ORDER BY `Year` DESC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,movies,ORDERBY-SINGLE,"List the top 5 rows from the table `movies`, sorted by the column `Duration` in ascending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['The Artist', 2011, 'Michel Hazanavicius', 'Comedy-Drama', 100, 5], ['Casablanca', 1942, 'Michael Curtiz', 'Romance', 102, 3], ['Chicago', 2002, 'Rob Marshall', 'Musical', 113, 6], ['The Silence of the Lambs', 1991, 'Jonathan Demme', 'Thriller', 118, 5], ['Birdman', 2014, 'Alejandro G. Iñárritu', 'Comedy-Drama', 119, 4]]",SELECT * FROM `movies` ORDER BY `Duration` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,movies,ORDERBY-SINGLE,"List the top 5 rows from the table `movies`, sorted by the column `Duration` in descending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['The Godfather Part II', 1974, 'Francis Ford Coppola', 'Drama', 202, 6], ['The Lord of the Rings: The Return of the King', 2003, 'Peter Jackson', 'Fantasy', 201, 11], ['Titanic', 1997, 'James Cameron', 'Romance', 195, 11], [""Schindler's List"", 1993, 'Steven Spielberg', 'Historical', 195, 7], ['The English Patient', 1996, 'Anthony Minghella', 'Romance', 162, 9]]",SELECT * FROM `movies` ORDER BY `Duration` DESC LIMIT 5,0,,0.0,0.815,0.846,0.0,1.0,0.8,1.0
data/categorical_simple_eng.sqlite,movies,ORDERBY-ADVANCED,"Compute the sum of the columns Year, Duration for each row in `movies`. Sort all rows in ascending order by this sum and return the first 5 rows.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Casablanca', 1942, 'Michael Curtiz', 'Romance', 102, 3], ['The Silence of the Lambs', 1991, 'Jonathan Demme', 'Thriller', 118, 5], ['The Artist', 2011, 'Michel Hazanavicius', 'Comedy-Drama', 100, 5], ['Chicago', 2002, 'Rob Marshall', 'Musical', 113, 6], ['American Beauty', 1999, 'Sam Mendes', 'Drama', 122, 5]]",SELECT * FROM `movies` ORDER BY `Year` + `Duration` ASC LIMIT 5,1,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,movies,ORDERBY-ADVANCED,"Compute the sum of the columns Year, Duration for each row in `movies`. Sort all rows in descending order by this sum and return the first 5 rows.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['The Godfather Part II', 1974, 202, 2976], ['The Lord of the Rings: The Return of the King', 2003, 201, 2204], ['The English Patient', 1996, 162, 2158], [""Schindler's List"", 1993, 195, 2188], ['Gladiator', 2000, 155, 2155]]",SELECT * FROM `movies` ORDER BY `Year` + `Duration` DESC LIMIT 5,0,,0.0,0.45,0.321,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,movies,ORDERBY-ADVANCED,"Compute the sum of the columns Duration, Oscars won for each row in `movies`. Sort all rows in ascending order by this sum and return the first 5 rows.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['La La Land', 2016, 'Damien Chazelle', 'Musical', 128, 6, 134], ['The Artist', 2011, 'Michel Hazanavicius', 'Comedy-Drama', 100, 5, 105], ['Parasite', 2019, 'Bong Joon-ho', 'Thriller', 132, 4, 136], ['The Shape of Water', 2017, 'Guillermo del Toro', 'Fantasy', 123, 4, 127], ['12 Years a Slave', 2013, 'Steve McQueen', 'Historical', 134, 3, 137]]",SELECT * FROM `movies` ORDER BY `Duration` + `Oscars won` ASC LIMIT 5,1,,0.0,0.333,0.393,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,movies,ORDERBY-ADVANCED,"Compute the sum of the columns Duration, Oscars won for each row in `movies`. Sort all rows in descending order by this sum and return the first 5 rows.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['The Lord of the Rings: The Return of the King', 2003, 'Peter Jackson', 'Fantasy', 201, 11, 212], ['The Godfather Part II', 1974, 'Francis Ford Coppola', 'Drama', 202, 6, 208], ['The English Patient', 1996, 'Anthony Minghella', 'Romance', 162, 9, 171], ['Titanic', 1997, 'James Cameron', 'Romance', 195, 11, 206], [""Schindler's List"", 1993, 'Steven Spielberg', 'Historical', 195, 7, 202]]",SELECT * FROM `movies` ORDER BY `Duration` + `Oscars won` DESC LIMIT 5,0,,0.0,0.71,0.846,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,movies,ORDERBY-ADVANCED,"Compute the sum of the columns Year, Oscars won for each row in `movies`. Sort all rows in ascending order by this sum and return the first 5 rows.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Casablanca', 1942, 'Michael Curtiz', 'Romance', 102, 3, 1945], ['The Godfather', 1972, 'Francis Ford Coppola', 'Drama', 175, 3, 1975], ['The Godfather Part II', 1974, 'Francis Ford Coppola', 'Drama', 202, 6, 1980], ['The Silence of the Lambs', 1991, 'Jonathan Demme', 'Thriller', 118, 5, 1996], [""Schindler's List"", 1993, 'Steven Spielberg', 'Historical', 195, 7, 2000]]",SELECT * FROM `movies` ORDER BY `Year` + `Oscars won` ASC LIMIT 5,1,,0.0,0.656,0.778,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,movies,ORDERBY-ADVANCED,"Compute the sum of the columns Year, Oscars won for each row in `movies`. Sort all rows in descending order by this sum and return the first 5 rows.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['The Lord of the Rings: The Return of the King',2003,'Peter Jackson','Fantasy',201,11,2215],['Titanic',1997,'James Cameron','Romance',195,11,2203],['The Godfather',1972,'Francis Ford Coppola','Drama',175,3,2150],['The Godfather Part II',1974,'Francis Ford Coppola','Drama',202,6,2182],['Schindler\'s List',1993,'Steven Spielberg','Historical',195,7,2195]]",SELECT * FROM `movies` ORDER BY `Year` + `Oscars won` DESC LIMIT 5,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/categorical_simple_eng.sqlite,movies,ORDERBY-PROJECT,Select only the column `Duration` from `movies`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[100], [102], [113], [118], [119]]",SELECT `Duration` FROM `movies` ORDER BY `Duration` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,movies,ORDERBY-PROJECT,Select only the column `Duration` from `movies`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[202], [201], [195], [195], [175]]",SELECT `Duration` FROM `movies` ORDER BY `Duration` DESC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,movies,ORDERBY-PROJECT,Select only the column `Title` from `movies`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['12 Years a Slave'], ['American Beauty'], ['Argo'], ['Birdman'], ['Casablanca']]",SELECT `Title` FROM `movies` ORDER BY `Title` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,movies,ORDERBY-PROJECT,Select only the column `Title` from `movies`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Titanic'], ['The Shape of Water'], ['The Silence of the Lambs'], ['The Lord of the Rings: The Return of the King'], ['The Godfather Part II']]",SELECT `Title` FROM `movies` ORDER BY `Title` DESC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,0.95
data/categorical_simple_eng.sqlite,movies,ORDERBY-PROJECT,Select only the column `Oscars won` from `movies`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[1], [3], [3], [3], [3]]",SELECT `Oscars won` FROM `movies` ORDER BY `Oscars won` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,movies,ORDERBY-PROJECT,Select only the column `Oscars won` from `movies`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[11], [11], [9], [8], [7]]",SELECT `Oscars won` FROM `movies` ORDER BY `Oscars won` DESC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,movies,ORDERBY-PROJECT,Select only the column `Director` from `movies`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Alejandro G. Iñárritu'], ['Anthony Minghella'], ['Ben Affleck'], ['Bong Joon-ho'], ['Christopher Nolan']]",SELECT `Director` FROM `movies` ORDER BY `Director` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,movies,ORDERBY-PROJECT,Select only the column `Director` from `movies`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Steve McQueen'], ['Sam Mendes'], ['Rob Marshall'], ['Robert Zemeckis'], ['Ridley Scott']]",SELECT `Director` FROM `movies` ORDER BY `Director` DESC LIMIT 5,0,,0.0,0.8,0.8,0.0,1.0,0.8,0.9
data/categorical_simple_eng.sqlite,movies,ORDERBY-PROJECT,Select only the column `Year` from `movies`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[1942], [1972], [1974], [1991], [1993]]",SELECT `Year` FROM `movies` ORDER BY `Year` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,movies,ORDERBY-PROJECT,Select only the column `Year` from `movies`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[2019], [2017], [2016], [2014], [2013]]",SELECT `Year` FROM `movies` ORDER BY `Year` DESC LIMIT 5,1,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,animals,ORDERBY-SINGLE,"List the top 5 rows from the table `animals`, sorted by the column `Habitat` in ascending order.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Emperor penguin', 'Bird', 'Antarctica', 20, 30.0], ['African elephant', 'Mammal', 'African savannas', 70, 6000.0], ['White rhinoceros', 'Mammal', 'African savannas', 50, 2400.0], ['Lion', 'Mammal', 'Savannas', 14, 190.0], ['Giraffe', 'Mammal', 'Savannas', 25, 1200.0]]",SELECT * FROM `animals` ORDER BY `Habitat` ASC LIMIT 5,0,,0.0,0.7,0.667,0.0,1.0,0.6,0.25
data/categorical_simple_eng.sqlite,animals,ORDERBY-SINGLE,"List the top 5 rows from the table `animals`, sorted by the column `Habitat` in descending order.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Emperor penguin','Bird','Antarctica',20,30.0],['African elephant','Mammal','African savannas',70,6000.0],['White rhinoceros','Mammal','African savannas',50,2400.0],['Lion','Mammal','Savannas',14,190.0],['Giraffe','Mammal','Savannas',25,1200.0]]",SELECT * FROM `animals` ORDER BY `Habitat` DESC LIMIT 5,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/categorical_simple_eng.sqlite,animals,ORDERBY-SINGLE,"List the top 5 rows from the table `animals`, sorted by the column `Average weight (kg)` in ascending order.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Seahorse', 'Fish', 'Coral reefs', 4, 0.05], ['Panther chameleon', 'Reptile', 'Madagascar forests', 5, 0.2], ['Peregrine falcon', 'Bird', 'Cliffs and urban areas', 15, 1.0], ['Macaw parrot', 'Bird', 'Rainforests', 50, 1.2], ['Golden eagle', 'Bird', 'Mountains', 25, 6.0]]",SELECT * FROM `animals` ORDER BY `Average weight (kg)` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,animals,ORDERBY-SINGLE,"List the top 5 rows from the table `animals`, sorted by the column `Average weight (kg)` in descending order.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Blue whale', 'Mammal', 'Oceans', 90, 140000.0], ['African elephant', 'Mammal', 'African savannas', 70, 6000.0], ['White rhinoceros', 'Mammal', 'African savannas', 50, 2400.0], ['Hippopotamus', 'Mammal', 'African rivers', 40, 1500.0], ['Giraffe', 'Mammal', 'Savannas', 25, 1200.0]]",SELECT * FROM `animals` ORDER BY `Average weight (kg)` DESC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,animals,ORDERBY-SINGLE,"List the top 5 rows from the table `animals`, sorted by the column `Average lifespan` in ascending order.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Blue whale','Mammal','Oceans',90,140000.0],['African elephant','Mammal','African savannas',70,6000.0],['White rhinoceros','Mammal','African savannas',50,2400.0],['Hippopotamus','Mammal','African rivers',40,1500.0],['Giraffe','Mammal','Savannas',25,1200.0]]",SELECT * FROM `animals` ORDER BY `Average lifespan` ASC LIMIT 5,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/categorical_simple_eng.sqlite,animals,ORDERBY-SINGLE,"List the top 5 rows from the table `animals`, sorted by the column `Average lifespan` in descending order.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Giant tortoise', 'Reptile', 'Galápagos Islands', 100, 250.0], ['Blue whale', 'Mammal', 'Oceans', 90, 140000.0], ['African elephant', 'Mammal', 'African savannas', 70, 6000.0], ['Nile crocodile', 'Reptile', 'Rivers and lakes', 70, 500.0], ['Great white shark', 'Fish', 'Oceans', 70, 1100.0]]",SELECT * FROM `animals` ORDER BY `Average lifespan` DESC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,animals,ORDERBY-SINGLE,"List the top 5 rows from the table `animals`, sorted by the column `Name` in ascending order.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['African elephant', 'Mammal', 'African savannas', 70, 6000.0], ['Black panther', 'Mammal', 'Tropical forests', 12, 90.0], ['Blue whale', 'Mammal', 'Oceans', 90, 140000.0], ['Bengal tiger', 'Mammal', 'Forests', 15, 220.0], ['Emperor penguin', 'Bird', 'Antarctica', 20, 30.0]]",SELECT * FROM `animals` ORDER BY `Name` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,0.85
data/categorical_simple_eng.sqlite,animals,ORDERBY-SINGLE,"List the top 5 rows from the table `animals`, sorted by the column `Name` in descending order.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['African elephant','Mammal','African savannas',70,6000.0],['Black panther','Mammal','Tropical forests',12,90.0],['Blue whale','Mammal','Oceans',90,140000.0],['Bengal tiger','Mammal','Forests',15,220.0],['Emperor penguin','Bird','Antarctica',20,30.0]]",SELECT * FROM `animals` ORDER BY `Name` DESC LIMIT 5,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/categorical_simple_eng.sqlite,animals,ORDERBY-ADVANCED,"Compute the sum of the columns Average lifespan, Average weight (kg) for each row in `animals`. Sort all rows in ascending order by this sum and return the first 5 rows.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['White rhinoceros','Mammal','African savannas',50,2400.0],['Wandering albatross','Bird','Oceans',50,11.0],['Seahorse','Fish','Coral reefs',4,0.05],['Reticulated python','Reptile','Tropical forests',20,75.0],['Red kangaroo','Mammal','Australian deserts',23,85.0]]",SELECT * FROM `animals` ORDER BY `Average lifespan` + `Average weight (kg)` ASC LIMIT 5,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/categorical_simple_eng.sqlite,animals,ORDERBY-ADVANCED,"Compute the sum of the columns Average lifespan, Average weight (kg) for each row in `animals`. Sort all rows in descending order by this sum and return the first 5 rows.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Blue whale', 'Mammal', 'Oceans', 90, 140000.0, 140090.0], ['African elephant', 'Mammal', 'African savannas', 70, 6000.0, 6070.0], ['White rhinoceros', 'Mammal', 'African savannas', 50, 2400.0, 2450.0], ['Hippopotamus', 'Mammal', 'African rivers', 40, 1500.0, 1540.0], ['Giraffe', 'Mammal', 'Savannas', 25, 1200.0, 1225.0]]",SELECT * FROM `animals` ORDER BY `Average lifespan` + `Average weight (kg)` DESC LIMIT 5,0,,0.0,0.8,1.0,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Select only the column `Name` from `animals`. Sort it in ascending order and return the first 5 values.,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['African elephant'], ['Black panther'], ['Blue whale'], ['Bengal tiger'], ['Emperor penguin']]",SELECT `Name` FROM `animals` ORDER BY `Name` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,0.85
